"date1","year_date","month_date","reg","prov","dist","cred_direc","dep_vis","dep_aho","dep_pla","dep_tot"
2020-01-31,2020,1,"Lambayeque","Chiclayo","Oyotun",5213.16341,0,2.78384,0,2.78384
2020-01-31,2020,1,"Lambayeque","Chiclayo","Patapo",7856.76114,0,2.33003,0,2.33003
2020-01-31,2020,1,"Lambayeque","Lambayeque","Lambayeque",125062.54926,10669.09875,54042.90603,14802.14632,79514.1511
2020-01-31,2020,1,"Lambayeque","Lambayeque","Olmos",26458.45661,0,348.1224,457.58394,805.70634
2020-01-31,2020,1,"Lambayeque","Lambayeque","Motupe",16020.44518,0,102.20528,32.3966,134.60188
2020-01-31,2020,1,"Lambayeque","Lambayeque","Mochumi",53443.73591,0,916.77935,405.14199,1321.92134
2020-01-31,2020,1,"Lambayeque","Lambayeque","Morrope",35701.01655,0,798.30096,148.60675,946.90771
2020-01-31,2020,1,"Lambayeque","Ferreñafe","Ferreñafe",17280.79889,27.43586,1077.67184,1290.93119,2396.03889
2020-01-31,2020,1,"Lima","Barranca","Barranca",290945.44714,35502.0269,202866.76046,69715.26309,308084.05045
2020-01-31,2020,1,"Lima","Cañete","Chilca",31541.11793,18.23748,2929.65778,1487.37717,4435.27243
2020-01-31,2020,1,"Lima","Cañete","Imperial",2.47508,5022.14862,22577.88567,1065.15776,28665.19205
2020-01-31,2020,1,"Lima","Cañete","Mala",54488.31468,4918.83987,35202.99449,10227.52887,50349.36323
2020-01-31,2020,1,"Lima","Cañete","San Vicente de Cañete",366881.48712,48117.32627,147716.048,69355.97367,265189.34794
2020-01-31,2020,1,"Lima","Cañete","Asia",93.04699,446.22544,13485.4559,318.2884,14249.96974
2020-01-31,2020,1,"Lima","Huaral","Huaral",325752.16822,61515.07747,157538.86855,67517.29462,286571.24064
2020-01-31,2020,1,"Lima","Huaral","Chancay",39655.09873,6572.10733,44236.31005,20192.21528,71000.63266
2020-01-31,2020,1,"Lima","Huaura","Huacho",588123.82947,75285.87439,284888.72539,127644.30152,487818.9013
2020-01-31,2020,1,"Lima","Lima","Ate",1082908.18903,217154.13342,752173.60901,278032.45846,1247360.20089
2020-01-31,2020,1,"Lima","Lima","Carabayllo",126863.96716,19680.10314,127241.40265,24751.84727,171673.35306
2020-01-31,2020,1,"Lima","Lima","Comas",769257.41125,199257.40841,753077.16447,267806.43371,1220141.00659
2020-01-31,2020,1,"Lima","Lima","Jesus Maria",1752677.65471,483225.33554,1886991.56608,1138436.01352,3508652.91514
2020-01-31,2020,1,"Lima","Lima","La Molina",2916965.75799,1853617.1007,2716708.56241,13705488.19127,18275813.85438
2020-01-31,2020,1,"Lima","Lima","La Victoria",9406234.62122,8111264.48739,3766562.76939,7630693.87056,19508521.12734
2020-01-31,2020,1,"Lima","Lima","Lima",49796816.87433,10506271.11044,5079004.34148,7967652.82512,23552928.27704
2020-01-31,2020,1,"Lima","Lima","Lince",533122.64042,277952.21304,709956.21943,309689.93724,1297598.36971
2020-01-31,2020,1,"Lima","Lima","Los Olivos",1067975.79579,316360.87889,1030791.34752,413985.3435,1761137.56991
2020-01-31,2020,1,"Lima","Lima","Lurigancho",119601.88364,14100.83452,161455.75625,53555.14401,229111.73478
2020-01-31,2020,1,"Lima","Lima","Lurin",206451.47107,43537.66171,187230.26116,75846.68975,306614.61262
2020-01-31,2020,1,"Lima","Lima","Magdalena del Mar",777122.81439,233049.89393,1106967.01926,948711.22226,2288728.13545
2020-01-31,2020,1,"Lima","Lima","Miraflores",20029673.74881,5118978.94334,5636916.15023,6203710.45519,16959605.54876
2020-01-31,2020,1,"Lima","Lima","Puente Piedra",366701.9278,52700.82028,296706.10351,117928.07704,467335.00083
2020-01-31,2020,1,"Lima","Lima","San Borja",2873032.90668,839880.88757,3052832.67967,2438356.28837,6331069.85561
2020-01-31,2020,1,"Lima","Lima","San Isidro",114490239.6812,37819067.29413,11773199.33849,38412456.66496,88004723.29758
2020-01-31,2020,1,"Lima","Lima","San Juan de Lurigancho",1403592.26506,373037.01271,1358464.05649,620374.18632,2351875.25552
2020-01-31,2020,1,"Lima","Lima","San Juan de Miraflores",1041404.77947,119856.58933,680101.40674,377516.79732,1177474.79339
2020-01-31,2020,1,"Lima","Lima","San Martin de Porres",996889.66175,315406.38993,1012016.59242,477667.36568,1805090.34803
2020-01-31,2020,1,"Lima","Lima","San Miguel",2041084.50141,458230.28384,1506531.14581,974338.10541,2939099.53506
2020-01-31,2020,1,"Lima","Lima","Santa Anita",938226.25653,390074.332,876153.33587,397220.95865,1663448.62652
2020-01-31,2020,1,"Lima","Lima","Santiago de Surco",5718447.95998,3015894.26329,6252392.36304,3697470.19037,12965756.8167
2020-01-31,2020,1,"Lima","Lima","Villa El Salvador",581911.10188,95292.82744,467768.75051,185447.73197,748509.30992
2020-01-31,2020,1,"Lima","Lima","Villa Maria del Triunfo",395296.39227,56587.54364,283738.40518,168434.56746,508760.51628
2020-01-31,2020,1,"Lima","Lima","Independencia",1536426.82533,356423.43702,964849.08568,445603.95649,1766876.47919
2020-01-31,2020,1,"Lima","Lima","Pachacamac",127343.89299,10830.51269,41427.05117,6666.89625,58924.46011
2020-01-31,2020,1,"Lima","Lima","Breña",602794.06924,190415.63262,527863.34438,193507.34029,911786.31729
2020-01-31,2020,1,"Lima","Lima","Pueblo Libre (Magdalena Vieja)",559431.63483,235568.92814,765758.13947,374284.04738,1375611.11499
2020-01-31,2020,1,"Lima","Lima","Chorrillos",961815.04312,237023.18813,1132681.19254,521957.48911,1891661.86978
2020-01-31,2020,1,"Lima","Lima","Rimac",288547.22209,121703.55772,316417.88223,120202.16868,558323.60863
2020-01-31,2020,1,"Lima","Lima","Barranco",273082.95329,192187.04018,427215.50771,128606.28553,748008.83342
2020-01-31,2020,1,"Lima","Lima","El Agustino",190352.27901,18608.69119,168734.48536,76393.53436,263736.71091
2020-01-31,2020,1,"Lima","Lima","San Luis",251640.04942,159555.91014,308050.10004,130802.52973,598408.53991
2020-01-31,2020,1,"Lima","Lima","Ancon",33249.03486,0,3518.04135,1399.52379,4917.56514
2020-01-31,2020,1,"Lima","Lima","Surquillo",501820.40793,354696.22778,741079.95295,5054577.40637,6150353.5871
2020-01-31,2020,1,"Lima","Lima","Chaclacayo",8.02782,8700.90619,76180.04222,6149.38849,91030.3369
2020-01-31,2020,1,"Lima","Huarochiri","San Antonio",64859.58008,129.9073,9204.69803,3266.60435,12601.20968
2020-01-31,2020,1,"Loreto","Alto Amazonas","Yurimaguas",113850.44311,12044.88658,54868.56205,5994.18136,72907.62999
2020-01-31,2020,1,"Loreto","Maynas","Iquitos",1464466.14693,324864.67135,393199.45435,197428.23982,915492.36552
2020-01-31,2020,1,"Madre de Dios","Tambopata","Tambopata",253598.78389,64741.03162,115964.60659,23427.21785,204132.85606
2020-01-31,2020,1,"Moquegua","Ilo","Ilo",844053.05235,193910.53502,202994.71439,129555.46695,526460.71636
2020-01-31,2020,1,"Moquegua","Ilo","Pacocha",2.80097,9556.38435,57506.9078,6225.57458,73288.86673
2020-01-31,2020,1,"Moquegua","Mariscal Nieto","Moquegua",213037.73333,42568.6513,164485.87304,35101.80788,242156.33222
2020-01-31,2020,1,"Moquegua","Mariscal Nieto","Carumas",2165.14665,0,0.03001,0,0.03001
2020-01-31,2020,1,"Moquegua","Mariscal Nieto","Torata",0.04473,1144.90151,37261.84224,610.91984,39017.66359
2020-01-31,2020,1,"Pasco","Oxapampa","Oxapampa",73893.05939,5403.1121,26548.35231,3036.17595,34987.64036
2020-01-31,2020,1,"Pasco","Oxapampa","Villa Rica",16426.65727,0,1054.49066,381.56089,1436.05155
2020-01-31,2020,1,"Pasco","Pasco","Chaupimarca",166943.23142,45176.77296,93087.34311,33098.92221,171363.03828
2020-01-31,2020,1,"Pasco","Pasco","Yanacancha",118279.91578,29902.22932,65032.81075,40155.13748,135090.17755
2020-01-31,2020,1,"Piura","Ayabaca","Ayabaca",8708.30219,0,165.28539,279.88465,445.17004
2020-01-31,2020,1,"Piura","Ayabaca","Paimas",9431.51696,0,0.59198,0,0.59198
2020-01-31,2020,1,"Piura","Huancabamba","Huancabamba",14680.37332,0,700.37158,689.37478,1389.74636
2020-01-31,2020,1,"Piura","Huancabamba","Canchaque",6989.21484,0.662,144.32075,359.74531,504.72806
2020-01-31,2020,1,"Piura","Morropon","Chulucanas",60095.82267,1195.9228,14809.45032,2942.87279,18948.24591
2020-01-31,2020,1,"Piura","Morropon","Morropon",12331.79894,0,399.50746,413.60157,813.10903
2020-01-31,2020,1,"Piura","Morropon","La Matanza",4644.58395,0,0.03,0,0.03
2020-01-31,2020,1,"Piura","Paita","Paita",215278.56953,69600.20943,65115.3416,29863.10759,164578.65862
2020-01-31,2020,1,"Piura","Paita","Colan",5019.96231,0,0.9629,0.62566,1.58856
2020-01-31,2020,1,"Piura","Piura","Castilla",221462.31904,16859.19089,90960.83792,35206.79919,143026.828
2020-01-31,2020,1,"Piura","Piura","La Union",31558.59422,0,523.1191,339.23614,862.35524
2020-01-31,2020,1,"Piura","Piura","Las Lomas",12220.151,0,497.6567,207.69482,705.35152
2020-01-31,2020,1,"Piura","Piura","Piura",3569891.37185,624293.69433,671013.90858,308441.81163,1603749.41454
2020-01-31,2020,1,"Piura","Piura","Tambo Grande",31794.94178,6977.26185,14429.32521,841.74609,22248.33315
2020-01-31,2020,1,"Piura","Piura","Catacaos",21070.48598,10.75995,570.30389,773.49336,1354.5572
2020-01-31,2020,1,"Piura","Piura","Veintiséis de Octubre",2035.53466,0,149.34637,77.08489,226.43126
2020-01-31,2020,1,"Piura","Sechura","Sechura",24239.50801,38240.20006,16256.46696,1256.7418,55753.40882
2020-01-31,2020,1,"Piura","Sullana","Sullana",658942.9463,52114.51919,129934.02466,58220.17751,240268.72136
2020-01-31,2020,1,"Piura","Sullana","Ignacio Escudero",11511.04375,0,269.20812,260.76172,529.96984
2020-01-31,2020,1,"Piura","Talara","Los Organos",16395.4964,0,634.56394,416.18654,1050.75048
2020-01-31,2020,1,"Piura","Talara","Pariñas",201836.68774,226006.16685,181879.62026,138833.52562,546719.31273
2020-01-31,2020,1,"Puno","Chucuito","Desaguadero",27081.5962,0,927.09851,349.04439,1276.1429
2020-01-31,2020,1,"Puno","Chucuito","Juli",22424.43892,0,195.435,336.83068,532.26568
2020-01-31,2020,1,"Puno","El Collao","Ilave",36157.61952,0,599.27453,659.42036,1258.69489
2020-01-31,2020,1,"Puno","Puno","Puno",568076.57818,70764.35741,220920.30624,110001.47228,401686.13593
2020-01-31,2020,1,"Puno","Puno","Mañazo",18227.79408,0,237.46696,121.70778,359.17474
2020-01-31,2020,1,"Puno","San Roman","Juliaca",1104146.17174,175807.76156,307747.55966,144809.06446,628364.38568
2020-01-31,2020,1,"Puno","Yunguyo","Yunguyo",40084.62601,0,758.18298,328.79575,1086.97873
2020-01-31,2020,1,"Puno","Carabaya","Macusani",20821.62256,0,246.55246,559.2033,805.75576
2020-01-31,2020,1,"Puno","Huancane","Huancane",13716.73974,0,80.30975,429.24795,509.5577
2020-01-31,2020,1,"Puno","Azangaro","Azangaro",12833.3322,0,220.7099,243.63803,464.34793
2020-01-31,2020,1,"San Martin","Bellavista","Bellavista",40413.89243,3337.20599,16786.78009,1046.24027,21170.22635
2020-01-31,2020,1,"San Martin","Mariscal Caceres","Juanjui",83380.02481,7908.5612,18368.73611,5759.24785,32036.54516
2020-01-31,2020,1,"San Martin","Moyobamba","Moyobamba",377653.49296,40669.15577,67367.91316,19344.99923,127382.06816
2020-01-31,2020,1,"San Martin","Rioja","Nueva Cajamarca",25649.36598,4905.75544,7899.15231,395.09514,13200.00289
2020-01-31,2020,1,"San Martin","Rioja","Rioja",39295.62803,7529.67614,26126.68486,3592.10933,37248.47033
2020-01-31,2020,1,"San Martin","San Martin","Tarapoto",1156308.80353,146356.52815,212439.70674,82483.03135,441279.26624
2020-01-31,2020,1,"San Martin","Huallaga","Saposoa",3970.05169,0,0.06147,0,0.06147
2020-01-31,2020,1,"San Martin","El Dorado","San Jose de Sisa",3702.56416,0,0.50173,0,0.50173
2020-01-31,2020,1,"San Martin","Tocache","Tocache",14559.97058,2.9231,594.03004,158.50848,755.46162
2020-01-31,2020,1,"Tacna","Tacna","Ciudad Nueva",33574.20786,0,1935.58657,296.93689,2232.52346
2020-01-31,2020,1,"Tacna","Tacna","Coronel Gregorio Albarracín L",65521.8178,0.00318,3910.29709,1750.05601,5660.35628
2020-01-31,2020,1,"Tacna","Tacna","Tacna",1498572.23727,270445.31207,596998.98976,225843.97432,1093288.27615
2020-01-31,2020,1,"Tacna","Jorge Basadre","Ilabaya",3947.09058,7903.00348,38811.23636,6406.46141,53120.70125
2020-01-31,2020,1,"Tumbes","Contralmirante Villar","Zorritos",4511.78873,0,66.002,4.91496,70.91696
2020-01-31,2020,1,"Tumbes","Tumbes","Tumbes",411203.47105,48517.03434,106392.80301,39432.37918,194342.21653
2020-01-31,2020,1,"Tumbes","Zarumilla","Aguas Verdes",6730.10919,553.42509,6545.04983,2886.34003,9984.81495
2020-01-31,2020,1,"Ucayali","Coronel Portillo","Callaria",975568.6138,206172.07992,245272.35499,82885.18155,534329.61646
2020-01-31,2020,1,"Ucayali","Coronel Portillo","Yarinacocha",85053.9304,5986.97399,30746.16583,4904.0928,41637.23262
